Origin,Target,Type,Number of Connections,Neurotransmitter
CEPVL,RMDDL,Send,4,Dopamine
CEPVL,RMHL,Send,1,Dopamine
CEPVL,SIAVL,Send,1,Dopamine
CEPVL,URAVL,Send,2,Dopamine
CEPVR,ASGR,Send,1,Dopamine
CEPVR,AVEL,Send,5,Dopamine
CEPVR,IL1VR,Send,1,Dopamine
CEPVR,IL2VR,Send,2,Dopamine
CEPVR,OLLR,Send,7,Dopamine
CEPVR,OLQVR,GapJunction,1,Generic_GJ
CEPVR,OLQVR,Send,3,Dopamine
CEPVR,RICL,Send,2,Dopamine
CEPVR,RICR,Send,2,Dopamine
CEPVR,RIH,GapJunction,1,Generic_GJ
CEPVR,RIPR,Send,1,Dopamine
CEPVR,RIVL,Send,1,Dopamine
CEPVR,RMDDR,Send,2,Dopamine
CEPVR,RMHR,Send,2,Dopamine
CEPVR,SIAVR,Send,2,Dopamine
CEPVR,URAVR,Send,1,Dopamine
DA1,AVAL,GapJunction,2,Generic_GJ
DA1,AVAR,GapJunction,6,Generic_GJ
DA1,DA4,GapJunction,1,Generic_GJ
DA1,DD1,Send,4,Acetylcholine
DA1,SABVL,GapJunction,2,Generic_GJ
DA1,SABVR,GapJunction,3,Generic_GJ
DA1,VD1,Send,17,Acetylcholine
DA1,VD2,Send,1,Acetylcholine
DA2,AS2,GapJunction,1,Generic_GJ
DA2,AS3,GapJunction,1,Generic_GJ
DA2,AVAL,GapJunction,2,Generic_GJ
DA2,AVAR,GapJunction,2,Generic_GJ
DA2,DD1,Send,1,Acetylcholine
DA2,SABVL,GapJunction,1,Generic_GJ
DA2,VA1,GapJunction,2,Generic_GJ
DA2,VD1,Send,2,Acetylcholine
DA2,VD2,Send,11,Acetylcholine
DA2,VD3,Send,5,Acetylcholine
DA3,AS4,GapJunction,1,Generic_GJ
DA3,AS4,Send,1,Acetylcholine
DA3,AVAR,GapJunction,2,Generic_GJ
DA3,DA4,Send,2,Acetylcholine
DA3,DB3,Send,1,Acetylcholine
DA3,DD2,Send,1,Acetylcholine
DA3,VD3,Send,25,Acetylcholine
DA3,VD4,Send,6,Acetylcholine
DA4,AVAL,GapJunction,3,Generic_GJ
DA4,AVAR,GapJunction,2,Generic_GJ
DA4,DA1,GapJunction,1,Generic_GJ
DA4,DA3,Send,1,Acetylcholine
DA4,DB3,Send,1,Acetylcholine
DA4,DB3,GapJunction,1,Generic_GJ
DA4,DD2,Send,1,Acetylcholine
DA4,VB6,GapJunction,1,Generic_GJ
DA4,VD4,Send,12,Acetylcholine
DA4,VD5,Send,15,Acetylcholine
DA5,AS6,GapJunction,2,Generic_GJ
DA5,AVAL,GapJunction,1,Generic_GJ
DA5,AVAR,GapJunction,5,Generic_GJ
DA5,DB4,Send,1,Acetylcholine
DA5,VA4,GapJunction,1,Generic_GJ
DA5,VA5,GapJunction,2,Generic_GJ
DA5,VD5,Send,1,Acetylcholine
DA5,VD6,Send,16,Acetylcholine
DA6,AVAL,GapJunction,10,Generic_GJ
DA6,AVAR,GapJunction,2,Generic_GJ
DA6,VD4,Send,4,Acetylcholine
DA6,VD5,Send,3,Acetylcholine
DA6,VD6,Send,3,Acetylcholine
DA7,AVAL,GapJunction,2,Generic_GJ
DA8,AVAR,GapJunction,1,Generic_GJ
DA8,DA9,GapJunction,1,Generic_GJ
DA9,DA8,GapJunction,1,Generic_GJ
DA9,DD6,Send,1,Acetylcholine
DA9,PDA,GapJunction,1,Generic_GJ
DA9,PHCL,GapJunction,1,Generic_GJ
DA9,RID,GapJunction,1,Generic_GJ
DA9,VD13,Send,1,Acetylcholine
DB1,AIBR,GapJunction,1,Generic_GJ
DB1,AS1,Send,1,Acetylcholine
DB1,AS2,Send,1,Acetylcholine
DB1,AS3,Send,1,Acetylcholine
DB1,AVBR,GapJunction,3,Generic_GJ
DB1,DB2,GapJunction,1,Generic_GJ
DB1,DB4,GapJunction,1,Generic_GJ
DB1,DD1,Send,10,Acetylcholine
DB1,DVA,GapJunction,1,Generic_GJ
DB1,RID,GapJunction,1,Generic_GJ
DB1,RIS,GapJunction,1,Generic_GJ
DB1,VB3,GapJunction,1,Generic_GJ
DB1,VB4,GapJunction,1,Generic_GJ
DB1,VD1,Send,21,Acetylcholine
DB1,VD2,Send,15,Acetylcholine
DB1,VD3,Send,1,Acetylcholine
DB2,AVBR,GapJunction,1,Generic_GJ
DB2,DA3,Send,5,Acetylcholine
DB2,DB1,GapJunction,1,Generic_GJ
DB2,DB3,GapJunction,6,Generic_GJ
DB2,DD2,Send,2,Acetylcholine
DB2,VB1,GapJunction,2,Generic_GJ
DB2,VD3,Send,23,Acetylcholine
DB2,VD4,Send,14,Acetylcholine
DB2,VD5,Send,1,Acetylcholine
DB3,AS4,Send,1,Acetylcholine
DB3,AS5,Send,1,Acetylcholine
DB3,AVBL,GapJunction,1,Generic_GJ
DB3,AVBR,GapJunction,1,Generic_GJ
DB3,DA4,GapJunction,1,Generic_GJ
DB3,DB2,GapJunction,6,Generic_GJ
DB3,DB4,GapJunction,1,Generic_GJ
DB3,DD2,Send,4,Acetylcholine
DB3,DD3,Send,10,Acetylcholine
DB3,VD4,Send,9,Acetylcholine
DB3,VD5,Send,26,Acetylcholine
DB3,VD6,Send,7,Acetylcholine
DB4,AVBL,GapJunction,1,Generic_GJ
DB4,AVBR,GapJunction,1,Generic_GJ
DB4,DB1,GapJunction,1,Generic_GJ
DB4,DB3,GapJunction,1,Generic_GJ
DB4,DD3,Send,3,Acetylcholine
DB4,VB2,GapJunction,1,Generic_GJ
DB4,VB4,GapJunction,1,Generic_GJ
DB4,VD6,Send,13,Acetylcholine
DB5,AVAR,GapJunction,2,Generic_GJ
DB5,AVBL,GapJunction,1,Generic_GJ
DB5,AVBR,GapJunction,1,Generic_GJ
DB6,AVAL,GapJunction,3,Generic_GJ
DB6,AVBL,GapJunction,2,Generic_GJ
DB6,AVBR,GapJunction,1,Generic_GJ
DB7,AVBL,GapJunction,2,Generic_GJ
DB7,AVBR,GapJunction,1,Generic_GJ
DB7,VD13,Send,2,Acetylcholine
DD1,AVBR,GapJunction,1,Generic_GJ
DD1,DA2,Send,2,GABA
DD1,DD2,GapJunction,1,Generic_GJ
DD1,VD1,GapJunction,4,Generic_GJ
DD1,VD2,Send,1,GABA
DD1,VD2,GapJunction,2,Generic_GJ
DD2,DA3,Send,1,GABA
DD2,DD1,GapJunction,1,Generic_GJ
DD2,DD3,GapJunction,2,Generic_GJ
DD2,VD3,Send,1,GABA
DD2,VD4,Send,1,GABA
DD2,VD4,GapJunction,2,Generic_GJ
DD3,DD2,GapJunction,2,Generic_GJ
DD3,DD4,GapJunction,1,Generic_GJ
DD4,DD3,GapJunction,1,Generic_GJ
DD4,VC3,GapJunction,1,Generic_GJ
DD4,VD8,GapJunction,1,Generic_GJ
DD5,VB8,Send,1,GABA
DD5,VD10,GapJunction,1,Generic_GJ
DD5,VD9,Send,1,GABA
DVA,AIZL,Send,3,GABA
DVA,AQR,Send,4,GABA
DVA,AUAL,Send,1,GABA
DVA,AUAR,Send,1,GABA
DVA,AVAL,Send,3,GABA
DVA,AVAR,Send,1,GABA
DVA,AVBL,GapJunction,1,Generic_GJ
DVA,AVBL,Send,1,GABA
DVA,AVBR,GapJunction,1,Generic_GJ
DVA,AVEL,Send,9,GABA
DVA,AVER,Send,5,GABA
DVA,DB1,GapJunction,1,Generic_GJ
DVA,DB2,Send,1,GABA
DVA,DB3,Send,2,GABA
DVA,DB4,Send,1,GABA
DVA,DB5,Send,1,GABA
DVA,DB6,Send,2,GABA
DVA,DB7,Send,1,GABA
DVA,PDEL,Send,3,GABA
DVA,PVCL,GapJunction,1,Generic_GJ
DVA,PVCL,Send,3,GABA
DVA,PVCR,Send,1,GABA
DVA,PVR,Send,3,GABA
DVA,PVR,GapJunction,2,Generic_GJ
DVA,RIAL,Send,1,GABA
DVA,RIAR,Send,1,GABA
DVA,RIMR,Send,1,GABA
DVA,RIR,Send,3,GABA
DVA,SAADR,Send,1,GABA
DVA,SAAVL,Send,1,GABA
DVA,SAAVR,Send,1,GABA
DVA,SABD,Send,1,GABA
DVA,SMBDL,Send,3,GABA
DVA,SMBDR,Send,2,GABA
DVA,SMBVL,Send,3,GABA
DVA,SMBVR,Send,2,GABA
DVA,VA12,Send,1,GABA
DVA,VA2,Send,1,GABA
DVA,VB1,Send,1,GABA
DVA,VB11,Send,2,GABA
DVB,AS9,GapJunction,7,Generic_GJ
DVB,AVL,GapJunction,1,Generic_GJ
DVB,AVL,Send,5,GABA
DVB,DA8,Send,2,GABA
DVB,DD6,Send,3,GABA
DVB,DVC,Send,3,GABA
DVB,PDA,Send,1,GABA
DVB,PHCL,Send,1,GABA
DVB,PVPL,Send,1,GABA
DVB,VA9,GapJunction,1,Generic_GJ
DVB,VB9,GapJunction,1,Generic_GJ
DVC,AIBL,GapJunction,1,Generic_GJ
DVC,AIBL,Send,1,GABA
DVC,AIBR,GapJunction,2,Generic_GJ
DVC,AIBR,Send,3,GABA
DVC,AVAL,Send,5,GABA
DVC,AVAR,Send,7,GABA
DVC,AVBL,Send,1,GABA
DVC,AVKL,Send,2,GABA
DVC,AVKR,Send,1,GABA
DVC,AVL,GapJunction,9,Generic_GJ
DVC,PVPL,GapJunction,2,Generic_GJ
DVC,PVPR,GapJunction,13,Generic_GJ
DVC,PVT,Send,1,GABA
DVC,RIBL,Send,1,GABA
DVC,RIBR,Send,1,GABA
DVC,RIGL,Send,5,GABA
DVC,RIGR,Send,5,GABA
DVC,RMFL,Send,2,GABA
DVC,RMFR,Send,4,GABA
DVC,VA9,GapJunction,1,Generic_GJ
DVC,VD1,GapJunction,5,Generic_GJ
DVC,VD10,GapJunction,4,Generic_GJ
FLPL,ADEL,Send,2,Glutamate
FLPL,ADER,Send,2,Glutamate
FLPL,AIBL,Send,1,Glutamate
FLPL,AIBR,Send,2,Glutamate
FLPL,AVAL,GapJunction,1,Generic_GJ
FLPL,AVAL,Send,14,Glutamate
FLPL,AVAR,Send,17,Glutamate
FLPL,AVBL,Send,4,Glutamate
FLPL,AVBR,Send,5,Glutamate
FLPL,AVDL,GapJunction,1,Generic_GJ
FLPL,AVDL,Send,6,Glutamate
FLPL,AVDR,Send,13,Glutamate
FLPL,DVA,Send,1,Glutamate
FLPL,FLPR,Send,1,Glutamate
FLPL,FLPR,GapJunction,2,Generic_GJ
FLPL,RIH,GapJunction,1,Generic_GJ
FLPR,ADER,Send,1,Glutamate
FLPR,AIBR,Send,1,Glutamate
FLPR,AVAL,Send,12,Glutamate
FLPR,AVAR,Send,5,Glutamate
FLPR,AVBL,Send,5,Glutamate
FLPR,AVBR,Send,1,Glutamate
FLPR,AVDL,GapJunction,1,Generic_GJ
FLPR,AVDL,Send,10,Glutamate
FLPR,AVDR,GapJunction,1,Generic_GJ
FLPR,AVDR,Send,1,Glutamate
FLPR,AVEL,Send,4,Glutamate
FLPR,AVER,Send,2,Glutamate
FLPR,AVJR,Send,1,Glutamate
FLPR,DVA,Send,1,Glutamate
FLPR,FLPL,GapJunction,2,Generic_GJ
FLPR,FLPL,Send,2,Glutamate
FLPR,PVCL,Send,2,Glutamate
FLPR,VB1,Send,1,Glutamate
HSNL,AIAL,Send,1,Serotonin_Acetylcholine
HSNL,AIZL,Send,2,Serotonin_Acetylcholine
HSNL,AIZR,Send,1,Serotonin_Acetylcholine
HSNL,ASHL,Send,1,Serotonin_Acetylcholine
HSNL,ASHR,Send,2,Serotonin_Acetylcholine
HSNL,ASJR,Send,1,Serotonin_Acetylcholine
HSNL,ASKL,Send,1,Serotonin_Acetylcholine
HSNL,AVDR,Send,2,Serotonin_Acetylcholine
HSNL,AVFL,Send,6,Serotonin_Acetylcholine
HSNL,AVJL,Send,1,Serotonin_Acetylcholine
HSNL,AWBL,Send,1,Serotonin_Acetylcholine
HSNL,AWBR,Send,2,Serotonin_Acetylcholine
HSNL,HSNR,GapJunction,1,Generic_GJ
HSNL,HSNR,Send,3,Serotonin_Acetylcholine
HSNL,RIFL,Send,3,Serotonin_Acetylcholine
HSNL,RIML,Send,2,Serotonin_Acetylcholine
HSNL,SABVL,Send,2,Serotonin_Acetylcholine
HSNL,VC5,Send,3,Serotonin_Acetylcholine
HSNR,AIBL,Send,1,Serotonin_Acetylcholine
HSNR,AIBR,Send,1,Serotonin_Acetylcholine
HSNR,AIZL,Send,1,Serotonin_Acetylcholine
HSNR,AIZR,Send,1,Serotonin_Acetylcholine
HSNR,AS5,Send,1,Serotonin_Acetylcholine
HSNR,ASHL,Send,2,Serotonin_Acetylcholine
